"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050804","modulation of chemical synaptic transmission","84/1196","478/15424",0.175732217573222,2.2662991002085,8.15390877839561,7.14443004660627e-13,1.09615969572216e-10,7.66011823042146e-11,"CCL2/LILRB2/RETN/MME/MYOF/CCR2/ITPR3/HRH1/PTGS2/IL1B/PRKCE/LRRTM2/GABBR1/CSPG5/PPFIA3/CACNA2D2/SYT2/CRHR2/NALCN/GRM3/SLC1A1/CACNG7/STX1B/ATP1A2/KIT/SYN1/UNC13A/EPHB1/RIMS4/BSN/CA7/CHRNB2/KCNK2/SNCG/RAB3A/GRIN2C/SYP/CACNG2/SNAP25/PLCB1/SYN3/CNTN4/RIMS1/NRXN1/PRKCZ/NXPH1/NEUROD2/LRRTM1/KCNB1/SHISA7/SLC8A2/SHANK2/CELF4/SYT1/GRM4/GRM7/JPH4/DLGAP1/GLRA2/CUX2/GRIA2/CPLX2/DCC/CPLX1/LRFN2/PRKCG/TNR/HTR2A/CACNG3/UNC13C/RIMS2/CHRM2/CBLN1/JPH3/CAMKV/GRIA4/CHRM1/GRIN1/CACNA1B/NETO1/INA/CBLN2/GRID2/NEFL",84
"GO:0042060","wound healing","74/1196","413/15424",0.179176755447942,2.31072096657948,7.82813939983624,6.69187124609369e-12,8.45537613918191e-10,5.90873584949202e-10,"SAA1/F13A1/SERPINE1/ANXA1/CD44/S100A10/PPL/PLAU/TIMP1/SDC4/PDPN/SERPINA1/THBS1/CAV1/EREG/SLC11A1/ANXA2/COL3A1/IL6/CD109/FZD7/POU2F3/SERPING1/TNFRSF12A/MYOF/PLAUR/COL5A1/TFPI2/PROS1/ITPR3/CLDN4/ALOX5/VEGFA/RAB27A/FBLN1/F3/CDKN1A/CXCR4/FLNA/NLRP6/TEC/CEACAM1/F11R/FAP/PRRG4/ITGA2/LCK/C1QTNF1/WAS/FCER1G/ITGB5/ITGB3/B4GALT1/TNFAIP3/HMOX1/THBD/LRG1/HSPB1/VAV3/PRKCE/PDIA2/EVPL/DGKI/CLASP2/PRRG3/AJAP1/F7/ERBB3/RAB3A/FERMT1/SCUBE1/TMEFF2/DGKB/HTR2A",74
"GO:0002237","response to molecule of bacterial origin","63/1196","336/15424",0.1875,2.4180602006689,7.61950152177735,3.56572354948717e-11,3.64722580204688e-09,2.54873272259083e-09,"LTF/CXCL3/FCGR2B/CSF3/SERPINE1/SLPI/CXCL6/CXCL5/MAOB/CXCL1/CCL2/CAMP/S100A8/PPBP/C5AR1/ADM/SOD2/GBP5/SLC11A1/LILRB2/PTPN22/IL6/CXCL2/FCAR/IL10/GBP3/NOD2/GBP2/LBP/NFKBIZ/MRC1/GJB2/PDCD1LG2/ZC3H12A/CD14/ZFP36/LOXL1/PTGS2/IL1B/CCR5/CD274/CEBPB/FOS/BDKRB1/CSF2RB/COL6A1/TNFRSF1B/VCAM1/IL10RA/VIM/TLR2/FOSL2/CD96/TNFAIP3/CARD16/PCSK1/CD68/LILRB1/THBD/C2/PRKCE/KLRK1/ABCC8",63
"GO:0050727","regulation of inflammatory response","67/1196","370/15424",0.181081081081081,2.33527976136672,7.53746421976452,4.20741199050217e-11,4.10796407072667e-09,2.87070310930914e-09,"SAA1/IL2RA/PLA2G2A/FCGR2B/SERPINE1/SOCS3/ANXA1/FPR2/HAMP/BIRC3/TNC/S100A8/OSM/ADAM8/OSMR/GBP5/IL6/S100A9/IL10/GBP3/NOD2/GBP2/SLAMF8/LBP/NFKBIZ/IL15/CCR2/S100A12/LILRA5/GATA3/NLRP12/GBP1/ZFP36/IL1RL1/PTGS2/C3/IL1B/NEAT1/IER3/CEBPB/TSLP/ALOX5/NCF1/SIGLEC10/ALOX5AP/NLRP6/CASP5/IL1R1/TNFRSF1B/IL10RA/TLR2/MAP3K8/TNFAIP3/CARD16/CYP19A1/IL22RA1/CTSC/ELF4/CCL5/TNFRSF1A/CASP12/PDE2A/PTGER3/NLRP11/HTR2A/LRFN5/GPR17",67
"GO:0019221","cytokine-mediated signaling pathway","81/1196","492/15424",0.164634146341463,2.12317481034342,7.34089490356493,5.75901379280537e-11,5.1543173445608e-09,3.60190950374581e-09,"IL2RA/CXCL3/CSF3/CXCL6/IL1R2/CXCL5/SOCS3/CLCF1/CCL20/BIRC3/CD44/CCL18/PLP2/CXCL1/CCL7/CCL2/FOSL1/EDN2/IL21R/PPBP/OSM/CAV1/OSMR/EREG/RBM47/IL1RN/LILRB2/IL6/CXCL2/CD70/CCL13/IL10/IL18R1/NFKBIZ/IL15/CCR2/LILRA5/TNFRSF11B/IL1RL1/IL1B/CCR5/TSLP/IL7R/CISH/CSF1/F3/TRIM56/IL18RAP/CXCR4/NLRP6/IL2RB/CEACAM1/IL1R1/CSF2RB/CXCR3/TNFRSF1B/IL10RA/IL11/FCER1G/IL7/SOCS1/TNFAIP3/CD74/CARD16/HCLS1/IL22RA1/LILRA3/LILRB1/IFITM3/CCL5/IL13RA1/LEP/TNFRSF1A/TNFRSF13C/C1QTNF4/SLC1A1/KIT/GREM2/IL1RAPL2/PLCB1/GPR17",81
"GO:0001906","cell killing","50/1196","238/15424",0.210084033613445,2.70931114920885,7.70488209047107,6.10132145252463e-11,5.24225539200916e-09,3.66336184896847e-09,"LTF/CXCL3/PLA2G2A/SCNN1B/FCGR2B/TREM1/CXCL6/CCL20/HAMP/CCL18/CXCL1/CAMP/FCGR2C/ICAM1/LGALS3/PPBP/GBP5/CR1/CXCL2/CCL13/GBP3/SLAMF6/GBP2/CXCL14/S100A12/GBP1/FCGR3A/C3/FCGR2A/C6/IL7R/RAB27A/IL18RAP/NLRP6/CEACAM1/CD2/ITGAM/LYZ/PRF1/APOL1/LILRB1/CTSC/LEP/HFE/KLRK1/CHGA/KLRC3/KLRC4/TAC1/KLRC2",50
"GO:0042742","defense response to bacterium","55/1196","293/15424",0.187713310580205,2.42081112239889,7.11892526323701,6.09452508138181e-10,4.67537138386004e-08,3.26721532558288e-08,"PI3/LTF/MMP7/PLA2G2A/SCNN1B/HP/SERPINE1/TREM1/RARRES2/SLPI/CXCL6/CCL20/FPR2/HAMP/CAMP/S100A8/PPBP/C5AR1/BCL3/ADM/GBP5/SLC11A1/IL6/S100A9/RNASE3/IL10/GBP3/NOD2/GBP2/SLAMF8/LBP/NFKBIZ/S100A12/LCN2/GBP1/ANG/IL1B/CEBPB/TSLP/CLEC4D/IL7R/STAB1/NLRP6/COLEC12/LYZ/TLR2/FCER1G/IL22RA1/RNASE4/TNFRSF1A/EVPL/KLRK1/VIP/CHGA/TAC1",55
"GO:0019724","B cell mediated immunity","32/1196","125/15424",0.256,3.30145819397993,7.49039404988395,1.03720957767656e-09,7.42642057616419e-08,5.18968722023431e-08,"FCGR2B/CLCF1/FOXJ1/CFI/FCGR2C/IL21R/BCL3/C1R/C1S/CR1/C1RL/CD70/IL10/SERPING1/NOD2/NFKBIZ/FCGR3A/C3/BATF/FCGR2A/C6/C1QA/SLA2/IL2RB/C1QB/CSF2RB/TCIRG1/FCER1G/C1QC/TLR8/CD74/C2",32
"GO:0045785","positive regulation of cell adhesion","73/1196","456/15424",0.160087719298246,2.06454262747169,6.69023975294251,1.8756374446563e-09,1.29963523584572e-07,9.0820339425463e-08,"SAA1/IL2RA/LIF/IBSP/TNFSF14/COL8A1/ANXA1/CD44/S100A10/SFN/CCL2/SDC4/PDPN/ADAM8/CAV1/CR1/LILRB2/IL6/CD70/ITGA3/IL10/CHST4/NOD2/NFKBIZ/PLAUR/IL15/CCR2/PDCD1LG2/GCNT1/GATA3/IL1B/CD274/RUNX1/EFEMP2/ALOX5/IL7R/VEGFA/EPHA1/CSF1/FBLN1/DMP1/FLNA/F11R/ITGA2/LCK/VCAM1/ITGB2/VNN1/MAP3K8/IL7/ITGB3/ECM2/HAS2/SOCS1/CD74/CD3E/NRP1/LILRB1/LAMB1/SLAMF1/PTPRU/CCL5/LEP/VAV3/TNFRSF13C/PRKCE/CSPG5/KLRK1/FERMT1/PRKCZ/DUSP26/HTR2A/ACTL6B",73
"GO:0002685","regulation of leukocyte migration","44/1196","216/15424",0.203703703703704,2.6270283661588,6.98174590787831,2.37974378941563e-09,1.59740301864524e-07,1.11628771174562e-07,"TNFSF14/SERPINE1/RARRES2/CCL20/ANXA1/FPR2/CCL7/CCL2/ICAM1/EDN2/LGALS3/C5AR1/THBS1/ADAM8/IL6/CHST4/NOD2/SLAMF8/LBP/GDF15/CCR2/MMP14/GCNT1/VEGFA/CSF1/BDKRB1/MSN/IL1R1/CXCR3/DUSP1/ITGA2/ITGB3/CD99/CD74/CYP19A1/HMOX1/SLAMF1/CCL5/KLRK1/SMPD3/F7/PLCB1/MSTN/EDN3",44
"GO:0002526","acute inflammatory response","28/1196","103/15424",0.271844660194175,3.50579601909277,7.39773656398556,2.64764605072352e-09,1.72337688392549e-07,1.20432002179641e-07,"SAA2/SAA1/FCGR2B/HP/CD163/SAA4/FCGR2C/SERPINA3/SERPINA1/ORM1/OSM/ADAM8/OSMR/IL1RN/IL6/LBP/FCGR3A/PTGS2/C3/FCGR2A/IL1B/CEBPB/F3/ALOX5AP/NLRP6/VNN1/B4GALT1/PTGER3",28
"GO:0071805","potassium ion transmembrane transport","42/1196","204/15424",0.205882352941176,2.65512492622467,6.89948424978164,3.93307046454736e-09,2.48477510524933e-07,1.73639581499831e-07,"KCNN4/KCNE1/CAV1/KCNJ15/FLNA/KCNMB1/KCNA2/KCNN1/NALCN/KCNG4/ATP1A2/KCNJ9/KCNK9/KCNK4/KCNH4/KCNH8/KCNA4/KCNJ12/KCNK2/KCNH5/KCNQ5/SNAP25/KCNA1/KCNQ2/KCNS2/KCNB1/KCNB2/SLC17A6/KCND2/KCNMB2/KCNT1/KCNIP2/ABCC8/EDN3/KCNJ3/KCNIP4/ATP1A3/NPPA/SLC17A7/HCN1/KCNC2/DPP10",42
"GO:0006813","potassium ion transport","45/1196","232/15424",0.193965517241379,2.50144158689886,6.68071658627913,7.81547299706833e-09,4.79646742791508e-07,3.3518389455096e-07,"KCNN4/KCNE1/CAV1/KCNJ15/FLNA/KCNMB1/KCNA2/KCNN1/FXYD6/NALCN/KCNG4/ATP1A2/KCNJ9/KCNK9/KCNK4/KCNH4/KCNH8/KCNA4/KCNJ12/KCNK2/KCNH5/KCNQ5/SNAP25/KCNA1/KCNQ2/KCNS2/KCNB1/KCNB2/SLC17A6/KCND2/KCNMB2/KCNT1/FXYD7/KCNIP2/ABCC8/EDN3/KCNJ3/KCNIP4/ATP1A3/NPPA/HTR2A/SLC17A7/HCN1/KCNC2/DPP10",45
"GO:0002274","myeloid leukocyte activation","44/1196","226/15424",0.194690265486726,2.51078817296593,6.63349897996317,1.01789945470806e-08,6.07346674642474e-07,4.24422404214529e-07,"PLA2G2A/SCNN1B/FCGR2B/CXCL6/ANXA1/HAMP/CAMP/UBD/EDN2/C5AR1/THBS1/SLC11A1/IL6/FCAR/IL10/LBP/IL15/CCR2/S100A12/ZC3H12A/IL1RL1/FCGR3A/BATF/TSLP/VSIG4/CLEC4D/C1QA/CSF1/NDRG1/IL18RAP/CD2/ITGAM/ITGB2/TLR2/FCER1G/CD74/CTSC/SLAMF1/CCL5/PRKCE/KIT/CPLX2/LRFN5/CHGA",44
"GO:0001819","positive regulation of cytokine production","72/1196","467/15424",0.154175588865096,1.98829789519669,6.28784973832396,1.24022547322147e-08,7.0105376749466e-07,4.89906239560612e-07,"CHI3L1/SAA1/FCGR2B/SERPINE1/ANXA1/CLEC5A/ALOX15B/CAMP/FCGR2C/C5AR1/BCL3/ORM1/THBS1/OSM/ADAM8/EREG/GBP5/RBM47/SLC11A1/LILRB2/PTPN22/IL6/IL10/IL18R1/SECTM1/NOD2/SLAMF6/LBP/IL15/CCR2/LILRA5/GATA3/NLRP12/CD14/IL1RL1/FCGR3A/PTGS2/C3/BATF/CD7/FCGR2A/IL1B/CD274/RUNX1/CEBPB/TSLP/ITK/F3/TRIM56/IL1R1/CD2/TLR2/FCER1G/IL7/TLR8/CD74/CD3E/LILRB1/NFAM1/HMOX1/SLAMF1/LEP/HSPB1/KLRK1/C1QTNF4/KIT/AFAP1L2/FERMT1/PLCB1/PRKCZ/ABCC8/HTR2A",72
"GO:0023061","signal release","71/1196","461/15424",0.154013015184382,1.98620129281263,6.23282284428319,1.63991982935693e-08,9.03217382938126e-07,6.31181019342237e-07,"LIF/ANXA1/MAOB/OSM/ADAM8/IL1RN/IL6/RETN/MYOF/GATA3/SPP1/PTGS2/IL1B/ALOX5/PCSK5/TCIRG1/C1QTNF1/IL11/SLC16A10/INHBB/CYP19A1/LILRB1/CCL5/LEP/HFE/GLP1R/KCNA2/PRKCE/GABBR1/CSPG5/PPFIA3/HTR1A/SYT2/SMPD3/SYNGR3/STX1B/MC4R/SYN1/UNC13A/RIMS4/CHRNB2/RAPGEF4/SNCG/RAB3A/SYP/BRSK2/SNAP25/PLCB1/CRHR1/RIMS1/NRXN1/HRH3/VIP/KCNB1/DOC2B/SYT1/GRM4/CPLX2/ABCC8/EDN3/CPLX1/PRKCG/CHRNA4/HTR2C/HTR2A/UNC13C/SYN2/RIMS2/CHGA/NEUROD1/RPH3A",71
"GO:0043269","regulation of monoatomic ion transport","67/1196","427/15424",0.156908665105386,2.0235445239009,6.21865654854641,1.98999042398856e-08,1.06862485768186e-06,7.46770090686232e-07,"HAMP/KCNN4/MAOB/CCL2/LGALS3/KCNE1/CAV1/LILRB2/CCR2/LILRA5/STC1/EGF/PTGS2/GEM/KCNJ15/BDKRB1/CXCR4/FLNA/CXCR3/TCIRG1/ITGB3/KCNMB1/P2RY6/LILRB1/CCL5/LEP/HFE/PRKCE/HTR1A/CALHM1/FXYD6/NKAIN3/KCNG4/ATP1A2/KCNJ9/SCN5A/FGF14/CA7/REM1/FGF12/KCNJ12/GRIN2C/PLP1/CRHR1/FGF13/KCNS2/WNK2/JPH4/NKAIN1/CNTN1/FXYD7/KCNIP2/OPRD1/ABCC8/EDN3/PRKG2/KCNJ3/NKAIN4/KCNIP4/NPPA/HTR2A/RYR2/JPH3/CHRM1/GRIN1/KCNC2/DPP10",67
"GO:0007159","leukocyte cell-cell adhesion","62/1196","385/15424",0.161038961038961,2.07681014637536,6.20351897613416,2.53853888437913e-08,1.27541166043491e-06,8.91275618827885e-07,"IL2RA/TNFSF14/ANXA1/FOXJ1/CD44/CCL2/ICAM1/LGALS3/SDC4/S100A8/ADAM8/CAV1/PLA2G5/CR1/LILRB2/PTPN22/IL6/S100A9/CD70/IL10/CHST4/NOD2/NFKBIZ/IL15/CCR2/PDCD1LG2/GCNT1/GATA3/ZC3H12A/CTLA4/IL1B/CD274/RUNX1/CEBPB/VSIG4/ALOX5/IL7R/SELL/MSN/F11R/LCK/VCAM1/ITGB2/VNN1/MAP3K8/IL7/LAX1/HAS2/SOCS1/CD74/CD3E/LILRB1/SLAMF1/CCL5/LEP/LRG1/HFE/TNFRSF13C/KLRK1/PODXL2/PRKCZ/ACTL6B",62
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","45/1196","241/15424",0.186721991701245,2.40802675585284,6.38732072231161,2.62056657542766e-08,1.27541166043491e-06,8.91275618827885e-07,"MARCO/FPR2/ADM/HTR1D/RGS1/GPR171/GNA15/ADRA1D/FLNA/CXCR3/FPR1/ITGB3/GPR65/GLP1R/GPR61/GABBR1/HTR1A/VIPR1/HTR6/CRHR2/GRM3/MC4R/HTR1E/GABBR2/RAPGEF4/GNAL/PDE2A/CRHR1/RXFP1/PTGER3/HRH3/GPR12/SSTR2/VIP/GRM4/GRM7/OPRD1/HTR5A/PTH2R/RIMS2/GPR26/CHRM2/CHRM1/CHGA/VIPR2",45
"GO:0031640","killing of cells of another organism","28/1196","117/15424",0.239316239316239,3.08629905954321,6.56753722295264,5.52678813363588e-08,2.52585976830848e-06,1.76510635578158e-06,"LTF/CXCL3/PLA2G2A/SCNN1B/TREM1/CXCL6/CCL20/HAMP/CCL18/CXCL1/CAMP/LGALS3/PPBP/GBP5/CXCL2/CCL13/GBP3/GBP2/CXCL14/S100A12/GBP1/C6/NLRP6/LYZ/PRF1/APOL1/CHGA/TAC1",28
"GO:0141061","disruption of cell in another organism","28/1196","117/15424",0.239316239316239,3.08629905954321,6.56753722295264,5.52678813363588e-08,2.52585976830848e-06,1.76510635578158e-06,"LTF/CXCL3/PLA2G2A/SCNN1B/TREM1/CXCL6/CCL20/HAMP/CCL18/CXCL1/CAMP/LGALS3/PPBP/GBP5/CXCL2/CCL13/GBP3/GBP2/CXCL14/S100A12/GBP1/C6/NLRP6/LYZ/PRF1/APOL1/CHGA/TAC1",28
"GO:0070661","leukocyte proliferation","53/1196","318/15424",0.166666666666667,2.14938684503902,6.00458687899373,8.40642559537855e-08,3.61140043577462e-06,2.52369745242312e-06,"IL2RA/FCGR2B/TNFSF14/CLCF1/ANXA1/FOXJ1/LGALS3/SDC4/PLA2G5/SLC11A1/CR1/SH2D2A/LILRB2/PTPN22/IL6/CD70/IL10/NFKBIZ/IL15/CCR2/PDCD1LG2/FCGR3A/CTLA4/IL1B/CD274/GAPT/CEBPB/VSIG4/IL7R/CSF1/CDKN1A/MSN/CSF2RB/JUNB/TNFRSF1B/VCAM1/TCIRG1/IL7/FOSL2/TNFAIP3/CD74/CD3E/TNFRSF9/LILRB1/ELF4/SLAMF1/CCL5/LEP/NFATC2/VAV3/TNFRSF13C/KIT/CHRNB2",53
