"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031091","GO:0031091","platelet alpha granule","16/684","87/16019",0.183908045977011,4.30705115278618,6.53214317621953,7.16575558366629e-07,9.24005325262232e-06,7.38410270671429e-06,"F13A1/SERPINE1/TIMP1/SERPINA3/SERPINA1/PPBP/ORM1/THBS1/SERPINA5/CD109/SERPING1/EGF/PROS1/VEGFA/ITGB3/CFD",16
"GO:0101002","GO:0101002","ficolin-1-rich granule","24/684","181/16019",0.132596685082873,3.10536008529611,6.01597203157529,8.0770564958786e-07,9.89439420745128e-06,7.90701320122852e-06,"HK3/FPR2/LGALS3/SERPINA1/ADAM8/SLC11A1/CR1/LILRB2/FCAR/HSPA6/SIGLEC14/PYGL/CTSZ/DOK3/CLEC4D/ALOX5/ITGB2/TCIRG1/FPR1/FCER1G/MVP/LILRA3/LRG1/CFD",24
"GO:0043235","GO:0043235","receptor complex","39/684","400/16019",0.0975,2.2834100877193,5.48983304635814,1.38154270803029e-06,1.61179982603534e-05,1.28805485560719e-05,"IL2RA/CD44/VDR/GPRC5A/OSMR/ITGB4/LOXL4/IL6/CHRNA9/GPR84/MET/ITGA3/MTTP/IL18R1/TNFRSF11B/CD14/CD3D/ITPR3/EPHA1/IL18RAP/FLNA/IL2RB/CEACAM1/CSF2RB/ITGA2/ITGAM/TNFRSF1B/ITGB2/TLR2/EPHB4/TRAT1/ITGB5/ITGB3/CD74/CD3E/NRP1/IL13RA1/HFE/TNFRSF1A",39
"GO:0031093","GO:0031093","platelet alpha granule lumen","13/684","63/16019",0.206349206349206,4.83261394226307,6.43715017982779,2.03728944810393e-06,2.2687996126612e-05,1.81309013084848e-05,"F13A1/SERPINE1/TIMP1/SERPINA3/SERPINA1/PPBP/ORM1/THBS1/SERPING1/EGF/PROS1/VEGFA/CFD",13
"GO:0031514","GO:0031514","motile cilium","25/684","206/16019",0.121359223300971,2.84218333049452,5.62017227555066,2.50839758654887e-06,2.67198873349771e-05,2.13529497070064e-05,"TEKT1/ANXA1/MAK/DNAH5/EFHC2/SPAG4/CATSPER1/AK7/DNAH11/RSPH10B2/SPAG17/ROPN1L/DNAI1/SCNN1A/CCDC65/RSPH1/RIBC1/CATSPERB/DNAH9/DNAJB13/IQUB/DNALI1/SPEF1/RSPH4A/CCDC103",25
"GO:0030139","GO:0030139","endocytic vesicle","33/684","326/16019",0.101226993865031,2.37069475836831,5.28064375634432,4.02371743056003e-06,4.08969844814352e-05,3.26824451709858e-05,"LTF/SAA1/MARCO/CSF3/HP/CD163/AREG/ADAM8/CAV1/PLA2G5/EREG/SLC11A1/NOD2/EGF/ANG/CD3D/ATP6V0D2/CTLA4/IL7R/RIN1/STAB1/NCF1/COLEC12/RAB38/TCIRG1/VIM/TLR2/WAS/ITGB5/CD74/HCLS1/MSR1/SLAMF1",33
"GO:0098802","GO:0098802","plasma membrane signaling receptor complex","23/684","185/16019",0.124324324324324,2.91162478267741,5.52310756553044,4.1731616817791e-06,4.08969844814352e-05,3.26824451709858e-05,"IL2RA/OSMR/ITGB4/IL6/CHRNA9/ITGA3/IL18R1/CD3D/IL18RAP/FLNA/IL2RB/CEACAM1/CSF2RB/ITGA2/ITGAM/ITGB2/TLR2/TRAT1/ITGB5/ITGB3/CD3E/IL13RA1/HFE",23
"GO:0098636","GO:0098636","protein complex involved in cell adhesion","12/684","58/16019",0.206896551724138,4.84543254688445,6.19611473502991,4.8870010975707e-06,4.60505872655701e-05,3.68008989533664e-05,"PLAU/TNC/ITGB4/ITGA3/PLAUR/CTLA4/ITGA2/ITGAM/ITGB2/ITGB5/ITGB3/LAMB1",12
"GO:0045178","GO:0045178","basal part of cell","31/684","308/16019",0.100649350649351,2.35716659071922,5.07921865804091,8.8214693339789e-06,8.00466661786974e-05,6.39685495563382e-05,"ABCC3/CA9/ANXA1/AQP9/CD44/CA12/PDPN/C5AR1/CAV1/ITGB4/ANXA2/TACSTD2/FOLR1/MET/ITGA3/MTTP/NOD2/SLC16A3/ST14/CLDN4/SLC39A14/MSN/CEACAM1/FAP/ITGA2/SPEF1/B4GALT1/SLC43A3/SLC16A10/P2RY6/HFE",31
"GO:0045177","GO:0045177","apical part of cell","39/684","440/16019",0.0886363636363636,2.07582735247209,4.83269555518288,1.34849381404743e-05,0.00011799320872915,9.42931764709857e-05,"SCNN1B/LRRC15/SLC47A2/ANXA1/SCNN1G/CD44/CA12/CRB2/ZMYND10/PDPN/KCNE1/C5AR1/CAV1/OSMR/FOLR1/SLC22A18/MUC1/STC1/SLC16A3/ITPR3/ATP6V0D2/SCNN1A/SLC34A2/CLDN4/SNX10/SLC39A14/RAB27A/PLB1/SLC2A5/MSN/CEACAM1/FAP/VCAM1/IL10RA/TCIRG1/SPEF1/ITGB3/P2RY6/HFE",39
"GO:0009925","GO:0009925","basal plasma membrane","28/684","289/16019",0.0968858131487889,2.26902608308545,4.5977506445121,4.72588262617194e-05,0.000399255601176595,0.000319061404162606,"ABCC3/CA9/ANXA1/AQP9/CD44/CA12/PDPN/C5AR1/CAV1/ITGB4/ANXA2/TACSTD2/FOLR1/MET/ITGA3/MTTP/NOD2/SLC16A3/ST14/CLDN4/SLC39A14/MSN/CEACAM1/SPEF1/B4GALT1/SLC43A3/SLC16A10/P2RY6",28
"GO:1904724","GO:1904724","tertiary granule lumen","10/684","54/16019",0.185185185185185,4.33696123023608,5.18744953459754,8.22052664866218e-05,0.000671343009640745,0.000536497528649532,"LTF/HP/PTX3/CXCL1/CAMP/PPBP/ORM1/OSCAR/LYZ/LRG1",10
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm","21/684","195/16019",0.107692307692308,2.52210976158345,4.51643168049923,9.32856202831561e-05,0.000735797453527122,0.000588005698629623,"TEKT1/MAK/DNAH5/EFHC2/DNAH11/SPAG17/ROPN1L/DNAI1/CCDC65/RSPH1/RIBC1/DNAH9/DNAJB13/IQUB/CCDC40/DNALI1/SPEF1/DCDC2/RSPH4A/CCDC103/HSPB1",21
"GO:0016324","GO:0016324","apical plasma membrane","33/684","381/16019",0.0866141732283465,2.02846848091357,4.29094724740323,9.61041571953792e-05,0.000735797453527122,0.000588005698629623,"SCNN1B/LRRC15/SLC47A2/ANXA1/SCNN1G/CD44/CA12/CRB2/ZMYND10/PDPN/KCNE1/CAV1/OSMR/FOLR1/SLC22A18/MUC1/STC1/SLC16A3/ATP6V0D2/SCNN1A/SLC34A2/CLDN4/SLC39A14/RAB27A/PLB1/SLC2A5/MSN/CEACAM1/IL10RA/TCIRG1/SPEF1/ITGB3/P2RY6",33
"GO:0097729","GO:0097729","9+2 motile cilium","17/684","150/16019",0.113333333333333,2.65422027290448,4.29887179861773,0.000230304597395975,0.00170983716248527,0.00136640048215794,"TEKT1/DNAH5/EFHC2/CATSPER1/DNAH11/RSPH10B2/DNAI1/SCNN1A/RSPH1/RIBC1/CATSPERB/DNAH9/DNAJB13/IQUB/DNALI1/SPEF1/RSPH4A",17
"GO:0001533","GO:0001533","cornified envelope","9/684","57/16019",0.157894736842105,3.69783010156971,4.30922009148752,0.00064100444331178,0.00449316370765962,0.00359067003061091,"PI3/ANXA1/PPL/KRT75/CSTA/ANXA2/KRT16/CDSN/HSPB1",9
"GO:0016323","GO:0016323","basolateral plasma membrane","23/684","256/16019",0.08984375,2.10410384685673,3.76097782908388,0.00064188052966566,0.00449316370765962,0.00359067003061091,"ABCC3/CA9/ANXA1/AQP9/CD44/CA12/PDPN/C5AR1/CAV1/ANXA2/FOLR1/ITGA3/MTTP/NOD2/SLC16A3/ST14/SLC39A14/MSN/SPEF1/B4GALT1/SLC43A3/SLC16A10/P2RY6",23
"GO:0045121","GO:0045121","membrane raft","24/684","275/16019",0.0872727272727273,2.04389154704944,3.6876907387612,0.000747349743375158,0.00508613019796983,0.00406453369204033,"S100A10/ICAM1/PDPN/KCNE1/CAV1/CR1/ANXA2/TRPM8/STOML3/MME/MYOF/MS4A4A/TUBA1C/CD14/PTGS2/LCK/ITGAM/TNFRSF1B/ITGB2/TLR2/HAS2/NFAM1/TNFRSF1A/TPP1",24
"GO:0098857","GO:0098857","membrane microdomain","24/684","277/16019",0.0866425992779783,2.02913420735955,3.6489864427056,0.00082736921690728,0.0053817813351949,0.00430080055143395,"S100A10/ICAM1/PDPN/KCNE1/CAV1/CR1/ANXA2/TRPM8/STOML3/MME/MYOF/MS4A4A/TUBA1C/CD14/PTGS2/LCK/ITGAM/TNFRSF1B/ITGB2/TLR2/HAS2/NFAM1/TNFRSF1A/TPP1",24
"GO:0099568","GO:0099568","cytoplasmic region","21/684","229/16019",0.091703056768559,2.14764805025665,3.69424508957404,0.000834725268315943,0.0053817813351949,0.00430080055143395,"TEKT1/MAK/DNAH5/EFHC2/DNAH11/SPAG17/ROPN1L/DNAI1/CCDC65/RSPH1/RIBC1/DNAH9/DNAJB13/IQUB/CCDC40/DNALI1/SPEF1/DCDC2/RSPH4A/CCDC103/HSPB1",21
"GO:0005766","GO:0005766","primary lysosome","15/684","141/16019",0.106382978723404,2.49144581311435,3.75672532180776,0.00102379456927801,0.0062707417368278,0.00501120499699235,"ABCA13/RNASE2/SERPINA3/ANXA2/RETN/RNASE3/C3/MGST1/LYZ/VNN1/FPR1/B4GALT1/CD68/NFAM1/CTSC",15
"GO:0042582","GO:0042582","azurophil granule","15/684","141/16019",0.106382978723404,2.49144581311435,3.75672532180776,0.00102379456927801,0.0062707417368278,0.00501120499699235,"ABCA13/RNASE2/SERPINA3/ANXA2/RETN/RNASE3/C3/MGST1/LYZ/VNN1/FPR1/B4GALT1/CD68/NFAM1/CTSC",15
"GO:0045335","GO:0045335","phagocytic vesicle","14/684","132/16019",0.106060606060606,2.48389597731703,3.61542852921319,0.00153136349149176,0.00910833338830767,0.00727884000096768,"LTF/ADAM8/PLA2G5/SLC11A1/NOD2/ATP6V0D2/NCF1/RAB38/TCIRG1/VIM/TLR2/WAS/ITGB5/SLAMF1",14
"GO:0005775","GO:0005775","vacuolar lumen","16/684","162/16019",0.0987654320987654,2.31304598945924,3.54745779351572,0.00156142858085274,0.00910833338830767,0.00727884000096768,"CSF3/RNASE2/SERPINA3/SDC4/ANXA2/RETN/RNASE3/IFI30/C3/SDC1/LYZ/PRF1/CD74/CTSC/GPC4/TPP1",16
"GO:0030666","GO:0030666","endocytic vesicle membrane","17/684","184/16019",0.0923913043478261,2.16376652682431,3.35317364856742,0.00232533849291282,0.0132490216456661,0.0105878325503497,"MARCO/CD163/AREG/CAV1/EREG/SLC11A1/EGF/CD3D/ATP6V0D2/IL7R/STAB1/COLEC12/RAB38/TCIRG1/TLR2/CD74/MSR1",17
"GO:0030055","GO:0030055","cell-substrate junction","30/684","414/16019",0.072463768115942,1.69707178574455,3.03484205956123,0.00341312229547363,0.0190048855088873,0.0151875776784233,"ANXA1/CD44/PLAU/ALOX15B/TNC/ICAM1/SDC4/CAV1/ITGB4/ITGA3/MME/PLAUR/FLNC/MMP14/FBLN7/MRC2/IL1RL1/LAMA3/MSN/FLNA/FAP/ITGA2/ITGB2/VIM/ITGB5/ITGB3/CD99/NRP1/PDLIM1/HSPB1",30
"GO:0005925","GO:0005925","focal adhesion","29/684","405/16019",0.0716049382716049,1.67695834235795,2.91422227892631,0.00467044451326325,0.0254279756833221,0.0203205305138471,"ANXA1/CD44/PLAU/ALOX15B/TNC/ICAM1/SDC4/CAV1/ITGB4/ITGA3/MME/PLAUR/FLNC/MMP14/FBLN7/MRC2/IL1RL1/MSN/FLNA/FAP/ITGA2/ITGB2/VIM/ITGB5/ITGB3/CD99/NRP1/PDLIM1/HSPB1",29
"GO:0035577","GO:0035577","azurophil granule membrane","7/684","53/16019",0.132075471698113,3.09315348118724,3.22352655328516,0.00700926359905723,0.0373319474297614,0.0298334789342024,"ABCA13/MGST1/VNN1/FPR1/B4GALT1/CD68/NFAM1",7
"GO:0005902","GO:0005902","microvillus","10/684","97/16019",0.103092783505155,2.41439078796648,2.95084760925702,0.00838634751512731,0.0437160668341743,0.0349352886408439,"CA9/CD44/MYO1G/PDPN/MTTP/MSN/CEACAM1/VCAM1/SPEF1/ITGB3",10
"GO:0005911","GO:0005911","cell-cell junction","32/684","491/16019",0.065173116089613,1.52632769976537,2.50166709985579,0.0117759884838421,0.0601066078862774,0.0480336372367244,"ANXA1/PPL/ALOX15B/CLDN23/COL13A1/CRB2/ANXA2/PLEKHA7/GJB2/KIRREL2/S100A11/PDLIM4/LAMA3/CLDN4/ITK/VEGFA/MSN/NDRG1/FLNA/CEACAM1/WWTR1/F11R/CD2/CDSN/SYNPO/WAS/ITGB3/B4GALT1/CD3E/MICALL2/PDLIM1/PTPRU",32
"GO:0005903","GO:0005903","brush border","10/684","105/16019",0.0952380952380952,2.23043720412141,2.67149725478196,0.0142332394954053,0.0711661974770264,0.0568718055025861,"FOLR1/MME/MTTP/ITPR3/SLC34A2/PLB1/LCTL/SCIN/FLNA/B4GALT1",10
"GO:0030175","GO:0030175","filopodium","9/684","96/16019",0.09375,2.19558662280702,2.48138710776355,0.0213803893620939,0.10476390787426,0.083721103607357,"MYO1G/PDPN/ITGA3/ARL4C/MSN/VCAM1/SPEF1/ITGB3/B4GALT1",9
"GO:0035578","GO:0035578","azurophil granule lumen","8/684","82/16019",0.0975609756097561,2.28483811153901,2.46344207973568,0.0235802199249183,0.113277527090294,0.090524683303092,"RNASE2/SERPINA3/ANXA2/RETN/RNASE3/C3/LYZ/CTSC",8
"GO:0005774","GO:0005774","vacuolar membrane","26/684","415/16019",0.0626506024096386,1.4672514619883,2.03679374139077,0.033149224623907,0.156183846785716,0.124812870041431,"ABCA13/CP/TMEM150B/SLC11A1/ANXA2/VASN/MAP1LC3C/EGF/LRRC8E/ANPEP/ATP6V0D2/SLC39A14/MGST1/COL6A1/TCIRG1/VNN1/FPR1/B4GALT1/TLR8/DRAM1/CD74/CD68/NFAM1/THBD/IFITM3/LAMP3",26
"GO:0042383","GO:0042383","sarcolemma","11/684","140/16019",0.0785714285714286,1.84011069340017,2.10852746095951,0.0375067168630656,0.173380106253794,0.13855510102344,"AHNAK2/ANXA1/SYNC/CAV1/COL6A3/ANXA2/COL6A2/FLNC/SLC2A5/COL6A1/VCAM1",11
"GO:0044853","GO:0044853","plasma membrane raft","9/684","107/16019",0.0841121495327103,1.969872110182,2.12585813818394,0.0393794232704347,0.178665901875121,0.142779195483448,"CAV1/CR1/TRPM8/MYOF/MS4A4A/PTGS2/ITGAM/ITGB2/HAS2",9
"GO:0098862","GO:0098862","cluster of actin-based cell projections","12/684","160/16019",0.075,1.75646929824561,2.0309709137008,0.0416223081950738,0.185408463778056,0.148167451182464,"FOLR1/MME/MTTP/ITPR3/SLC34A2/PLB1/LCTL/SCIN/FLNA/DCDC2/B4GALT1/EPS8L2",12
"GO:0042470","GO:0042470","melanosome","9/684","109/16019",0.0825688073394495,1.93372766779334,2.06580199417733,0.0435050113178005,0.186995224085283,0.149435495939259,"ANXA2P2/ANXA2/MMP14/RAB27A/BACE2/CAPG/RAB38/ITGB3/TPP1",9
"GO:0048770","GO:0048770","pigment granule","9/684","109/16019",0.0825688073394495,1.93372766779334,2.06580199417733,0.0435050113178005,0.186995224085283,0.149435495939259,"ANXA2P2/ANXA2/MMP14/RAB27A/BACE2/CAPG/RAB38/ITGB3/TPP1",9
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","11/684","144/16019",0.0763888888888889,1.78899650747239,2.00858291941844,0.0445289911930491,0.188096600729259,0.150315650851309,"KRT7/PPL/KRT80/KRT75/S100A8/SYNC/KRT16/MMP14/VIM/NRP1/LMNA",11
"GO:0005882","GO:0005882","intermediate filament","9/684","110/16019",0.0818181818181818,1.91614832535885,2.03624953954127,0.0456725684985612,0.189657275968601,0.151562849968463,"KRT7/PPL/KRT80/KRT75/SYNC/KRT16/VIM/NRP1/LMNA",9
"GO:0030669","GO:0030669","clathrin-coated endocytic vesicle membrane","6/684","63/16019",0.0952380952380952,2.23043720412141,2.06660759186721,0.0515751411394301,0.207340256941513,0.165694039918889,"AREG/EREG/EGF/CD3D/IL7R/CD74",6
"GO:0005765","GO:0005765","lysosomal membrane","23/684","375/16019",0.0613333333333333,1.43640155945419,1.8060024262785,0.0524697793076482,0.207340256941513,0.165694039918889,"ABCA13/CP/SLC11A1/ANXA2/VASN/EGF/LRRC8E/ANPEP/ATP6V0D2/SLC39A14/MGST1/COL6A1/TCIRG1/VNN1/FPR1/B4GALT1/TLR8/DRAM1/CD74/CD68/NFAM1/IFITM3/LAMP3",23
"GO:0098852","GO:0098852","lytic vacuole membrane","23/684","375/16019",0.0613333333333333,1.43640155945419,1.8060024262785,0.0524697793076482,0.207340256941513,0.165694039918889,"ABCA13/CP/SLC11A1/ANXA2/VASN/EGF/LRRC8E/ANPEP/ATP6V0D2/SLC39A14/MGST1/COL6A1/TCIRG1/VNN1/FPR1/B4GALT1/TLR8/DRAM1/CD74/CD68/NFAM1/IFITM3/LAMP3",23
"GO:0045334","GO:0045334","clathrin-coated endocytic vesicle","7/684","80/16019",0.0875,2.04921418128655,1.98686754382436,0.0544705080525736,0.211829753537786,0.169281779411507,"AREG/EREG/EGF/CD3D/CTLA4/IL7R/CD74",7
"GO:0005796","GO:0005796","Golgi lumen","8/684","97/16019",0.0824742268041237,1.93151263037318,1.94341750647387,0.0553773994335536,0.211991607206573,0.169411123267121,"SDC4/MUC1/MMP14/PROS1/SDC1/PCSK5/GPC4/MMP11",8
"GO:0016328","GO:0016328","lateral plasma membrane","6/684","65/16019",0.0923076923076923,2.16180836707153,1.98219643019688,0.0584595001792899,0.220347346829631,0.176088534953003,"ANXA1/TACSTD2/GJB2/SLC16A3/CLDN4/CEACAM1",6
